"TITLE","AUTHORS","SUBJECT","DESCRIPTION","PUBLISHER","AVAILABILITY","RESEARCH_ORG","SPONSORING_ORG","CONTRIBUTING_ORG","PUBLICATION_COUNTRY","PUBLICATION_DATE","LANGUAGE","RESOURCE_TYPE","TYPE_QUALIFIER","RELATION","COVERAGE","FORMAT","IDENTIFIER","REPORT_NUMBER","DOE_CONTRACT_NUMBER","OTHER_IDENTIFIER","DOI","RIGHTS","ENTRY_DATE","OSTI_IDENTIFIER","CITATION_URL","PURL_URL","JOURNAL_NAME","JOURNAL_ISSUE","JOURNAL_VOLUME"
"Remote hybrid power systems","Barley, C D; Winn, C B","14 SOLAR ENERGY; 17 WIND ENERGY; REMOTE AREAS; ELECTRIC POWER; HYBRID SYSTEMS; WIND POWER; PHOTOVOLTAIC POWER SUPPLIES; DIESEL ENGINES; ELECTRIC GENERATORS; TECHNOLOGY ASSESSMENT; RENEWABLE ENERGY SOURCES","This paper provides an overview of the emerging technology of remote, stand-alone electrical power systems featuring a renewable source (wind or photovoltaics [PV]) as well as a diesel generator, with or without an energy storage device. Other stand-alone power systems are discussed briefly, mainly to emphasize the domain of hybrid systems. The history of hybrid systems is reviewed, beginning with the first wind/diesel system in the late 1970s. Other topics include issues arising from the characteristics of diesel engine/generator sets; simple vs. complex systems; the various energy storage technologies that have been used or proposed; control strategies; modeling; optimization; and some {open_quotes}nuts & bolts{close_quotes} details. The bibliography includes over 130 references which are cited throughout the topical discussions. It is concluded that the technical feasibility of hybrid systems has been demonstrated through many prototype installations, and that areas for further improvements include higher reliability and more economical energy storage devices. 139 refs., 7 figs., 1 tab.","","","","","","United States","1997-12-31T00:00:00Z","English","Journal Article","","Journal Name: Advances in Solar Energy; Journal Volume: 11; Other Information: PBD: 1997","","Medium: X; Size: pp. 109-148","","","","Journal ID: ASOED9; ISSN 0731-8618; TRN: 98:000167-0003","","","2009-12-16T00:00:00Z","563439","https://www.osti.gov/biblio/563439","","Advances in Solar Energy","","11"
"Controlled power transfer from wind driven reluctance generator","Rahim, Y H.A.; Al-Sabbagh, A M.L.","17 WIND ENERGY; WIND TURBINES; ELECTRIC GENERATORS; PERFORMANCE; CONTROL EQUIPMENT; ENERGY TRANSFER","The paper describes the dynamic performance of a wind driven reluctance generator connected to an electric network of large capacity. A controller that makes possible the regular flow of power to the network has been considered. Controller parameters that successfully suppress unwanted mechanical and electrical stresses and overshoots due to wind gust, have been estimated. The performance of the controller has also been examined for short-circuit faults at the terminals of the generators.","","","","","","United States","1997-12-01T00:00:00Z","English","Journal Article","","Journal Name: IEEE Transactions on Energy Conversion; Journal Volume: 12; Journal Issue: 4; Other Information: PBD: Dec 1997","","Medium: X; Size: pp. 275-281","","","","Journal ID: ITCNE4; ISSN 0885-8969; TRN: IM9813%%51","10.1109/60.638861","","2009-12-16T00:00:00Z","603820","https://www.osti.gov/biblio/603820","","IEEE Transactions on Energy Conversion","4","12"
"Annualized wind energy improvement using variable speeds","Zinger, D S; Muljadi, E","17 WIND ENERGY; WIND TURBINES; OPERATION; OPTIMIZATION; SPEED REGULATORS; VELOCITY; VARIATIONS; POWER GENERATION","To optimize the operation of a wind turbine, variable turbine speeds are desirable. To determine the advantages of a variable-speed turbine, the annualized energy production of the turbine needs to be considered. This is done by using a Rayleigh probability distribution to determine the number of hours of a particular wind speed which occur in a given year. This distribution is used with the aerodynamic power generated at a given average wind speed to determine the total energy generated during the year. The total energy for fixed- and variable-speed turbine control are compared. The variable-speed turbines show improved energy production over the constant-speed systems.","","","","","","United States","1997-11-01T00:00:00Z","English","Journal Article","","Journal Name: IEEE Transactions on Industry Applications; Journal Volume: 33; Journal Issue: 6; Other Information: DN: Paper presented at the 1997 IEEE/IAS industrial and commercial power systems technical conference, May 12--14, Philadelphia, PA (US); PBD: Nov-Dec 1997","","Medium: X; Size: pp. 1444-1447","","","","Journal ID: ITIACR; ISSN 0093-9994; TRN: IM9812%%161","10.1109/28.649954","","2009-12-16T00:00:00Z","597020","https://www.osti.gov/biblio/597020","","IEEE Transactions on Industry Applications","6","33"
"Wind turbine cost of electricity and capacity factor","Cavallo, A J","17 WIND ENERGY; WIND TURBINES; DESIGN; COST; POWER GENERATION; CAPACITY; COST BENEFIT ANALYSIS","Wind turbines are currently designed to minimize the cost of electricity at the wind turbine (the busbar cost) in a given wind regime, ignoring constraints on the capacity factor (the ratio of the average power output to the maximum power output). The trade-off between these two quantities can be examined in a straightforward fashion; it is found that the capacity factor can be increased by a factor of 30 percent above its value at the cost minimum for a ten percent increase in the busbar cost of electricity. This has important implications for the large-scale integration of wind electricity on utility grids where the cost of transmission may be a significant fraction of the cost of delivered electricity, or where transmission line capacity may be limited.","","","","USDOE","","United States","1997-11-01T00:00:00Z","English","Journal Article","","Journal Name: Journal of Solar Energy Engineering; Journal Volume: 119; Journal Issue: 4; Other Information: PBD: Nov 1997","","Medium: X; Size: pp. 312-314","","","","Journal ID: JSEEDO; ISSN 0199-6231; TRN: IM9811%%81","10.1115/1.2888038","","2016-04-13T00:00:00Z","590140","https://www.osti.gov/biblio/590140","","Journal of Solar Energy Engineering","4","119"
"Advanced wind turbine design","Jamieson, P M; Jaffrey, A","17 WIND ENERGY; WIND TURBINES; ROTORS; DESIGN; POWER GENERATION; LOAD MANAGEMENT; COST","Garrad Hassan have a project in progress funded by the U.K. Department of Trade and Industry (DTI) to assess the prospects and cost benefits of advanced wind turbine design. In the course of this work, a new concept, the coned rotor design, has been developed. This enables a wind turbine system to operate in effect with variable rotor diameter augmenting energy capture in light winds and shedding loads in storm conditions. Comparisons with conventional design suggest that a major benefit in reduced cost of wind-generated electricity may be possible.","","","","USDOE","","United States","1997-11-01T00:00:00Z","English","Journal Article","","Journal Name: Journal of Solar Energy Engineering; Journal Volume: 119; Journal Issue: 4; Other Information: PBD: Nov 1997","","Medium: X; Size: pp. 315-320","","","","Journal ID: JSEEDO; ISSN 0199-6231; TRN: IM9811%%82","10.1115/1.2888039","","2016-05-25T00:00:00Z","590142","https://www.osti.gov/biblio/590142","","Journal of Solar Energy Engineering","4","119"
"Cost-effective solar applications for commercial and industrial facilities","Healey, H M","32 ENERGY CONSERVATION, CONSUMPTION, AND UTILIZATION; 14 SOLAR ENERGY; 17 WIND ENERGY; SOLAR EQUIPMENT; WIND TURBINES; DAYLIGHTING; COMMERCIAL BUILDINGS; INDUSTRIAL PLANTS; USES; SOLAR WATER HEATING; SOLAR PROCESS HEAT; SOLAR PONDS; PHOTOVOLTAIC POWER SUPPLIES; TECHNOLOGY ASSESSMENT; COST BENEFIT ANALYSIS","This article provides the information necessary for commercial and industrial facility managers to consider and evaluate solar applications. The objective of the article is to help facility and energy managers determine the cost and value of potential solar applications for commercial and industrial facilities. Technologies discussed include solar water heating for domestic, service, process and pool heating; solar lighting; and solar electric photovoltaic and wind energy systems. A method of determining the viability and effective cost of solar energy systems and directly comparing the cost of delivered solar energy to the cost of conventional energy sources is provided. By using the effective cost of solar energy in $ per million Btu (MBtu), facility managers can determine the cost effectiveness of potential solar applications at their facilities. The article provides facility managers an overview of the various solar technologies and information as to the viability, cost and benefits of solar applications. Additional information highlighting some of the available financial incentives for using solar energy systems on commercial and industrial facilities is provided.","","","","","","United States","1997-10-01T00:00:00Z","English","Journal Article","","Journal Name: Energy Engineering; Journal Volume: 94; Journal Issue: 4; Other Information: PBD: 1997","","Medium: X; Size: pp. 34-49","","","","Journal ID: EENGDO; ISSN 0199-8595; TRN: IM9742%%221","","","2009-12-16T00:00:00Z","529732","https://www.osti.gov/biblio/529732","","Energy Engineering","4","94"
"Opportunities for high wind energy penetration","Tande, J O; Hansen, J C","17 WIND ENERGY; 29 ENERGY PLANNING AND POLICY; WIND POWER; ENERGY SOURCE DEVELOPMENT; CAPE VERDE ISLANDS; WIND TURBINES; RESOURCE ASSESSMENT; GLOBAL ASPECTS; ENERGY POLICY","Wind power is today a mature technology, which at windy locations, is economically competitive to conventional power generation technologies. This and growing global environmental concerns have led governments to encourage and plan for wind energy development, a typical aim being 10% of electricity consumption. The successful operation of the three major power systems of Cape Verde, with a total wind energy penetration of about 15% since December 1994, demonstrates that power systems can be operated with high penetration of wind energy by adding simple control and monitoring systems only. Thorough analyses conclude that expanding to even above 155 wind energy penetration in the Cape Verde power systems is economical. Worldwide, numerous locations with favorable wind conditions and power systems similar to the Capeverdean provide good opportunities for installing wind farms and achieving high wind energy penetration.","","","","USDOE","","United States","1997-10-01T00:00:00Z","English","Journal Article","","Journal Name: Energy Sources; Journal Volume: 19; Journal Issue: 8; Other Information: PBD: Oct 1997","","Medium: X; Size: pp. 803-811","","","","Journal ID: EGYSAO; ISSN 0090-8312; TRN: IM9803%%153","10.1080/00908319708908892","","2016-04-11T00:00:00Z","562169","https://www.osti.gov/biblio/562169","","Energy Sources","8","19"
"DOE awards record wind energy contracts","Boschee, P","17 WIND ENERGY; WIND POWER PLANTS; CONTRACTS; ECONOMICS; ELECTRIC UTILITIES; WIND POWER INDUSTRY","The article reviews the status of wind energy generation in the U.S., with an emphasis on economic aspects. Two U.S. Department of Energy contract awards, each valued at approximately $20 million, are described. The awards are for the development of utility-scale wind turbines, up to 1000 kW in size, at sites with moderate wind speeds averaging 13 to 15 miles per hour. Commercial wind energy projects are also outlined in the article.","","","","","","United States","1997-10-01T00:00:00Z","English","Journal Article","","Journal Name: Electric Light and Power; Journal Volume: 75; Journal Issue: 10; Other Information: PBD: Oct 1997","","Medium: X; Size: pp. 43-44","","","","Journal ID: ELLPAJ; ISSN 0013-4120; TRN: 98:001922","","","2009-12-16T00:00:00Z","552748","https://www.osti.gov/biblio/552748","","Electric Light and Power","10","75"
"Optimal planning of wind energy conversion systems over an energy scenario","Roy, S","17 WIND ENERGY; WIND TURBINES; MATHEMATICAL MODELS; PLANNING; ENERGY ANALYSIS; SIZE; POWER GENERATION; OPTIMIZATION","This paper introduces an optimization model that may be used for planning wind turbine installations over a global energy scenario. The model follows from the observation that, in most practical cases, installations may have to be made under space constraints, and that this may limit the overall energy output per unit land area. In such cases, it may be wise to install wind turbines of large ratings, in an attempt to extract large amounts of energy from each installed turbine. This would evidently lead to better utilization of the installed units. An illustrative case-study, involving eight possible sites for wind-turbine installations, is included to highlight the various features of the model.","","","","","","United States","1997-09-01T00:00:00Z","English","Journal Article","","Journal Name: IEEE Transactions on Energy Conversion; Journal Volume: 12; Journal Issue: 3; Other Information: DN: Paper presented IEEE/PES Summer Meeting, July 28--August 1, 1996, Denver, CO (US); PBD: Sep 1997","","Medium: X; Size: pp. 248-254","","","","Journal ID: ITCNE4; ISSN 0885-8969; TRN: IM9744%%220","10.1109/60.629710","","2009-12-16T00:00:00Z","533097","https://www.osti.gov/biblio/533097","","IEEE Transactions on Energy Conversion","3","12"
"Desirable airfoil characteristics for large variable-speed horizontal axis wind turbines","Giguere, P; Selig, M S","17 WIND ENERGY; HORIZONTAL AXIS TURBINES; AIRFOILS; P CODES; ROUGHNESS; COMPUTER-AIDED DESIGN","In an effort to define the desirable airfoil characteristics for large variable-speed wind turbines, a systematic study was performed using a series of airfoils designed to have similar aerodynamic properties, except for the amount of lift, which varied over a wide range. For several airfoil combinations, blade shapes were designed for a 750-kW wind turbine with a 48.8-m diameter rotor using the optimization code PROPGA together with PROPID, which is an inverse design method for horizontal-axis wind turbines. Roughness effects, including the consideration of dirty-blade performance in the blade-shape optimization process, were also considered and are discussed. The results and conclusions reveal practical design implications that should aid in the aerodynamic blade design of not only large but also other sizes of variable-speed wind turbines.","","","","USDOE","","United States","1997-08-01T00:00:00Z","English","Journal Article","","Journal Name: Journal of Solar Energy Engineering; Journal Volume: 119; Journal Issue: 3; Other Information: PBD: Aug 1997","","Medium: X; Size: pp. 253-260","","","","Journal ID: JSEEDO; ISSN 0199-6231; TRN: IM9804%%36","10.1115/1.2888028","","2016-05-02T00:00:00Z","563902","https://www.osti.gov/biblio/563902","","Journal of Solar Energy Engineering","3","119"
